Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
2015-08-21,3.8,24.2,24.0,164.7,29.6,0.003,230.3,57.0,80.2
2015-08-22,3.2,23.9,21.5,190.3,23.6,2.344,177.3,84.5,89.4
2015-08-23,4.6,21.9,16.8,40.8,24.5,65.895,196.7,92.5,91.0
2015-08-24,5.5,21.7,16.1,27.4,23.6,0.002,175.5,94.5,93.3
2015-08-25,10.5,21.2,20.4,21.8,20.3,0.0,242.0,90.9,91.9
2015-08-26,5.7,20.0,21.5,148.2,31.3,0.083,180.6,93.4,85.2
2015-08-27,4.8,18.3,16.1,147.4,27.5,61.335,141.9,92.3,93.3
2015-08-28,4.4,18.9,24.0,275.2,16.5,0.068,277.0,28.8,80.6
2015-08-29,7.9,19.0,24.0,239.9,18.3,0.054,203.6,50.5,78.2
2015-08-30,11.6,19.6,24.0,235.8,21.8,0.0,226.0,93.5,79.0
2015-08-31,18.3,20.2,23.3,226.3,31.3,3.88,248.4,69.1,79.1
2016-06-01,5.9,8.4,24.0,13.1,33.1,0.904,352.3,67.6,78.6
2016-06-02,4.6,8.9,24.0,141.9,25.9,0.034,346.1,56.7,67.1
2016-06-03,2.9,11.5,23.8,163.9,25.7,0.0,245.6,94.0,74.9
2016-06-04,7.0,12.3,22.6,162.0,22.1,5.472,202.3,97.9,80.2
2016-06-05,0.7,11.9,20.0,5.4,14.8,0.0,238.4,97.5,87.5
2016-06-06,4.7,11.5,19.4,141.2,32.9,4.875,153.7,100.0,89.7
2016-06-07,4.9,16.1,14.6,160.6,22.4,0.001,347.4,90.3,83.1
2016-06-08,1.0,15.0,19.0,165.0,27.6,5.26,241.2,90.2,88.1
2016-06-09,1.4,10.4,15.0,270.4,25.8,8.798,108.8,97.2,88.6
2016-06-10,3.7,8.7,15.1,357.4,29.2,4.842,184.5,91.2,85.8
2016-06-11,10.7,14.8,24.0,245.9,19.9,0.001,355.8,74.4,70.2
2016-06-12,9.1,13.0,21.5,134.2,33.1,2.457,183.2,95.4,83.6
2016-06-13,0.4,13.1,15.5,156.7,27.6,4.77,189.1,95.6,89.3
2016-06-14,1.6,9.6,7.6,318.7,23.7,12.232,108.9,98.6,94.7
2016-06-15,6.4,8.3,5.1,324.5,29.2,5.289,77.5,100.0,94.4
2016-06-16,11.4,8.6,24.0,326.9,27.6,1.065,183.5,95.6,80.7
2016-06-17,5.8,9.3,24.0,353.3,28.0,0.0,291.3,83.3,69.4
2016-06-18,5.7,15.3,24.0,266.8,20.5,0.0,370.3,40.5,53.5
2016-06-19,5.2,19.3,24.0,243.3,42.4,0.0,363.5,48.1,38.8
2016-06-20,4.8,19.7,24.0,217.6,38.9,0.0,353.2,54.0,41.7
2016-06-21,6.5,17.9,24.0,196.3,31.6,0.003,302.2,71.2,67.3
2016-06-22,5.4,18.3,23.6,187.3,16.6,0.001,297.7,66.9,71.7
2016-06-23,11.5,17.4,24.0,222.6,24.0,0.009,297.8,77.5,71.1
2016-06-24,9.1,16.1,24.0,275.8,16.6,0.396,328.2,53.9,66.0
2016-06-25,4.6,18.7,24.0,207.6,25.1,0.0,354.6,69.7,59.7
2016-06-26,4.6,19.9,24.0,176.6,16.6,0.0,355.7,51.8,57.4
2016-06-27,5.6,20.4,22.9,199.9,27.4,0.0,335.3,50.3,69.5
2016-06-28,2.2,20.3,24.0,203.6,31.1,0.0,291.5,64.1,69.6
2016-06-29,4.2,21.2,23.8,174.2,34.6,0.188,158.4,90.8,86.4
2016-06-30,4.5,20.8,21.4,194.9,27.2,1.833,210.4,83.1,83.9
2016-07-01,5.7,21.2,24.0,217.0,21.8,0.0,358.1,22.6,68.6
2016-07-02,2.9,19.2,24.0,174.7,30.9,0.009,177.4,77.0,76.9
2016-07-03,5.2,17.1,24.0,257.4,26.9,0.0,336.0,60.3,65.9
2016-07-04,10.3,19.5,24.0,255.6,25.4,0.0,336.1,44.0,58.1
2016-07-05,2.8,20.3,24.0,235.1,18.0,0.362,213.5,85.7,66.6
2016-07-06,9.5,15.0,19.8,6.3,20.3,0.948,294.9,97.6,85.5
2016-07-07,12.4,12.9,21.8,81.8,15.2,2.847,266.8,97.1,77.4
2016-07-08,6.2,12.6,18.8,76.8,20.5,14.012,280.6,96.6,85.8
2016-07-09,0.8,13.6,24.0,70.7,16.4,0.0,311.6,98.5,79.1
2016-07-10,0.9,13.4,17.4,77.7,17.9,7.849,148.1,98.5,89.0
2016-07-11,-0.7,14.2,19.9,357.5,28.7,2.349,168.7,95.6,81.4
2016-07-12,1.4,17.6,24.0,331.2,16.4,0.0,341.8,52.8,66.6
2016-07-13,2.1,17.9,21.9,153.7,25.4,0.0,335.7,54.0,68.9
