Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
2015-07-06,11.7,24.9,14.6,156.5,16.8,0.0,192.1,58.3,67.9
2015-07-07,13.8,26.8,14.4,189.2,23.9,1.85,300.2,68.6,72.6
2015-07-08,17.7,27.0,13.3,255.0,19.0,0.646,191.0,50.3,69.8
2015-07-09,10.7,23.2,12.0,74.8,16.6,10.529,300.1,81.5,73.1
2015-07-10,5.2,25.2,15.0,336.5,18.4,0.0,340.5,56.0,60.4
2015-07-11,10.0,25.9,15.9,43.0,13.7,0.0,324.7,23.5,46.6
2015-07-12,11.8,26.9,15.9,254.8,12.7,0.0,305.6,22.4,50.6
2015-07-13,10.1,26.0,15.5,152.8,16.0,0.0,287.6,30.9,54.4
2015-07-14,8.5,24.4,14.5,138.0,16.3,12.175,166.8,64.3,74.5
2015-07-15,6.7,24.8,11.0,14.6,18.5,2.526,90.1,84.4,76.2
2015-07-16,1.6,22.3,16.0,41.2,21.9,0.0,344.3,35.0,45.8
2015-07-17,6.0,22.8,16.0,197.3,18.4,0.0,329.1,36.0,61.2
2015-07-18,11.6,25.4,14.7,198.9,16.7,6.57,170.1,82.5,71.3
2015-07-19,15.3,30.0,15.6,226.5,14.9,0.0,272.6,27.8,60.6
2015-07-20,13.6,31.2,15.2,272.0,20.7,0.0,291.1,40.0,53.2
2015-07-21,12.4,28.4,15.6,286.7,18.3,0.047,216.0,56.7,53.4
2015-07-23,2.2,24.9,16.0,304.9,25.5,0.0,298.7,24.6,39.5
2015-07-24,4.2,25.7,16.0,24.3,12.4,0.0,323.9,37.0,37.6
2015-07-25,7.5,25.5,16.0,149.1,14.2,0.0,338.1,23.4,47.8
2015-07-26,10.4,26.9,16.0,200.3,20.5,0.294,306.6,62.2,53.2
2015-07-27,10.5,26.0,14.9,188.6,23.5,5.659,231.2,64.8,65.2
2015-07-28,12.0,28.6,15.4,202.2,13.0,0.0,318.8,30.3,57.5
2015-07-29,15.0,30.0,15.3,221.0,16.9,0.0,288.7,23.0,53.5
2015-07-30,15.1,26.7,11.9,223.7,15.5,43.223,269.1,69.7,77.3
2015-08-01,6.8,27.7,16.0,266.1,23.8,0.0,320.6,34.7,44.4
2015-08-02,5.0,26.7,16.0,214.2,20.0,0.0,320.1,22.3,45.8
2015-08-03,11.5,28.1,16.0,215.0,23.1,0.0,304.8,23.6,46.8
2015-08-04,9.8,27.3,15.4,259.3,35.9,8.399,284.7,28.9,52.5
2015-08-05,5.0,26.2,16.0,301.6,24.4,0.0,292.0,34.5,46.2
2015-08-06,1.4,24.3,16.0,321.3,12.6,0.0,256.5,27.5,44.5
2015-08-07,2.9,24.5,16.0,61.8,17.4,0.0,186.6,27.0,49.1
2015-08-08,3.4,23.7,16.0,72.1,13.9,0.0,239.5,24.0,53.0
2015-08-09,3.5,24.0,16.0,91.2,16.1,0.0,309.7,30.8,56.3
2015-08-10,3.2,23.9,16.0,157.8,21.0,0.0,309.2,64.9,61.5
2015-08-11,7.3,24.1,13.5,200.3,17.6,29.162,191.3,89.8,76.4
2015-08-12,2.5,25.1,16.0,300.0,16.7,0.0,313.5,35.4,55.4
2015-08-14,7.2,25.4,16.0,231.9,14.9,0.0,314.0,13.4,45.8
2015-08-15,15.1,27.5,16.0,229.7,14.4,0.0,299.7,14.3,51.7
